language,code_snippet,smell_or_defect,type_of_defect_or_smell,static_analysis,model
Python,"import requests
import json

API_URL = 'https://api.example.com/data'
API_KEY = 'myhardcodedapikey123'

def fetch_and_process_data():
    headers = {'Authorization': f'Bearer {API_KEY}'}
    response = requests.get(API_URL, headers=headers)
    if response.status_code != 200:
        print('Failed to fetch data')
        return

    data = json.loads(response.text)

    results = []
    for item in data:
        if 'id' in item and 'name' in item:
            results.append({
                'id': item['id'],
                'name': item['name'],
                'formatted_name': f""{item['name'].title()} (ID: {item['id']})""
            })

    return results

# TODO: Add data validation and error handling

if __name__ == '__main__':
    output = fetch_and_process_data()
    if output:
        print(json.dumps(output, indent=2))",code_defect,hardcoded_secret,,qwen/qwen3-32b
C++,"
#include <iostream>
#include <vector>
#include <algorithm>

class User {
public:
    std::string name;
    int age;

    User(std::string name, int age) : name(name), age(age) {}
};

class UserService {
public:
    std::vector<User> users;

    void addUser(User user) {
        users.push_back(user);
    }

    User* getUserByName(std::string name) {
        for (User& user : users) {
            if (user.name == name) {
                return &user;
            }
        }
        return nullptr;
    }
};

int main() {
    UserService service;
    service.addUser(User(""John"", 30));
    service.addUser(User(""Alice"", 25));

    User* user = service.getUserByName(""John"");
    if (user != nullptr) {
        std::cout << user->name << std::endl;
    }

    return 0;
}
",code_smell,tight_coupling,,llama-3.3-70b-versatile
C++,"#include <iostream>
#include <vector>
#include <thread>
#include <mutex>

class DataProcessor {
public:
    DataProcessor() : stopFlag(false) {}
    void start() {
        worker = std::thread(&DataProcessor::processLoop, this);
    }
    void stop() {
        stopFlag = true;
        if (worker.joinable()) worker.join();
    }
    void addTask(int value) {
        std::lock_guard<std::mutex> lock(mtx);
        tasks.push_back(value);
    }
private:
    void processLoop() {
        while (!stopFlag) {
            int task = 0;
            {
                std::lock_guard<std::mutex> lock(mtx);
                if (!tasks.empty()) {
                    task = tasks.back();
                    tasks.pop_back();
                }
            }
            // BUG: If no task was available, task remains 0 and is processed anyway
            std::cout << ""Processing: "" << task << std::endl;
            std::this_thread::sleep_for(std::chrono::milliseconds(10));
        }
    }
    std::vector<int> tasks;
    std::mutex mtx;
    std::thread worker;
    bool stopFlag;
};

int main() {
    DataProcessor dp;
    dp.start();
    for (int i = 1; i <= 5; ++i) dp.addTask(i);
    std::this_thread::sleep_for(std::chrono::seconds(1));
    dp.stop();
    return 0;
}
",code_defect,logic_error,,openai/gpt-oss-120b
Python,"import requests

class UserAuthHandler:
    def __init__(self):
        self.base_url = 'https://api.example.com/v1'
        self.api_key = 'super-secret-key'  # Hardcoded secret
        self.headers = {'Authorization': f'Bearer {self.api_key}'}

    def fetch_user(self, user_id):
        url = f'{self.base_url}/user/{user_id}'
        response = requests.get(url, headers=self.headers)
        if response.status_code == 200:
            return response.json()
        else:
            return None

    def update_user(self, user_id, data):
        url = f'{self.base_url}/user/{user_id}'
        response = requests.patch(url, json=data, headers=self.headers)
        return response.status_code == 200

# Example usage
if __name__ == '__main__':
    auth_handler = UserAuthHandler()
    user_data = auth_handler.fetch_user(12345)
    print(user_data)
    auth_handler.update_user(12345, {'name': 'New Name'})",code_defect,hardcoded_secret,,qwen/qwen3-32b
JavaScript,"
   class PaymentProcessor {
      constructor(paymentGateway) {
         this.paymentGateway = paymentGateway;
      }

      processPayment(order) {
         const paymentMethod = order.paymentMethod;
         if (paymentMethod === 'creditCard') {
            this.paymentGateway.chargeCard(order.amount, order.creditCardNumber, order.expirationDate, order.cvv);
         } else if (paymentMethod === 'paypal') {
            this.paymentGateway.chargePaypal(order.amount, order.paypalEmail);
         }
      }
   }

   class PaymentGateway {
      chargeCard(amount, cardNumber, expirationDate, cvv) {
         // Simulate a successful charge
         console.log(`Charged $${amount} to card ${cardNumber}`);
      }

      chargePaypal(amount, paypalEmail) {
         // Simulate a successful charge
         console.log(`Charged $${amount} to PayPal account ${paypalEmail}`);
      }
   }

   const paymentGateway = new PaymentGateway();
   const paymentProcessor = new PaymentProcessor(paymentGateway);
   const order = {
      amount: 100,
      paymentMethod: 'creditCard',
      creditCardNumber: '1234567890',
      expirationDate: '12/25',
      cvv: '123'
   };
   paymentProcessor.processPayment(order);
   ",code_smell,Tight Coupling,,llama-3.3-70b-versatile
C++,"#include <vector>
#include <string>
#include <iostream>
#include <algorithm>

class LogProcessor {
public:
    LogProcessor(const std::vector<std::string>& logs) : logs_(logs) {}

    // Returns the most frequent log entry length
    size_t mostFrequentLength() const {
        std::vector<size_t> lengths;
        lengths.reserve(logs_.size());
        for (const auto& entry : logs_) {
            lengths.push_back(entry.size());
        }
        std::sort(lengths.begin(), lengths.end());
        size_t maxCount = 0;
        size_t currentCount = 1;
        size_t mostFreq = 0;
        for (size_t i = 1; i <= lengths.size(); ++i) { // BUG: off‑by‑one, accesses out of bounds
            if (i < lengths.size() && lengths[i] == lengths[i - 1]) {
                ++currentCount;
            } else {
                if (currentCount > maxCount) {
                    maxCount = currentCount;
                    mostFreq = lengths[i - 1];
                }
                currentCount = 1;
            }
        }
        return mostFreq;
    }

private:
    std::vector<std::string> logs_;
};

int main() {
    std::vector<std::string> logs = {""error"", ""warning"", ""info"", ""debug"", ""error"", ""error""};
    LogProcessor processor(logs);
    std::cout << ""Most frequent length: "" << processor.mostFrequentLength() << std::endl;
    return 0;
}
",code_defect,off_by_one_error,,openai/gpt-oss-120b
C++,"#include <iostream>
#include <vector>

class DataProcessor {
public:
    DataProcessor() : processed_count(0) {}

    void process(const std::vector<int>& data) {
        for (int i = 0; i < data.size(); ++i) {
            if (data[i] > 0) {
                processed_count++;
            }
        }
    }

    int getProcessedCount() const {
        return processed_count;
    }

private:
    int processed_count;
};

int main() {
    std::vector<int> input = {1, -2, 3, 0, 5, -1};
    DataProcessor dp;
    dp.process(input);
    std::cout << ""Processed items: "" << dp.getProcessedCount() << std::endl;
    return 0;
}",clean_code,well_structured,,qwen/qwen3-32b
C++,"
   #include <iostream>
   #include <vector>
   #include <algorithm>

   class PriorityQueue {
   private:
       std::vector<int> queue;

   public:
       void push(int value) {
           queue.push_back(value);
           std::sort(queue.begin(), queue.end(), std::greater<int>());
       }

       int pop() {
           if (queue.empty()) {
               return -1; // Return -1 if queue is empty
           }
           int value = queue[0];
           queue.erase(queue.begin());
           return value;
       }
   };

   int main() {
       PriorityQueue pq;
       pq.push(3);
       pq.push(1);
       pq.push(2);

       std::cout << pq.pop() << std::endl; // prints 3
       std::cout << pq.pop() << std::endl; // prints 2
       std::cout << pq.pop() << std::endl; // prints 1
       std::cout << pq.pop() << std::endl; // prints -1

       return 0;
   }
   ",code_smell,inefficient_data_structure,,llama-3.3-70b-versatile
Java,"import java.sql.Connection;
import java.sql.DriverManager;
import java.sql.ResultSet;
import java.sql.Statement;
import java.util.ArrayList;
import java.util.List;

public class UserService {
    private static final String DB_URL = ""jdbc:mysql://localhost:3306/appdb"";
    private static final String USER = ""app_user"";
    private static final String PASS = ""password123""; // hardcoded credentials

    public List<String> getUserEmails(String role) {
        List<String> emails = new ArrayList<>();
        Connection conn = null;
        Statement stmt = null;
        try {
            conn = DriverManager.getConnection(DB_URL, USER, PASS);
            stmt = conn.createStatement();
            // Vulnerable to SQL injection
            String sql = ""SELECT email FROM users WHERE role = '"" + role + ""'"";
            ResultSet rs = stmt.executeQuery(sql);
            while (rs.next()) {
                emails.add(rs.getString(""email""));
            }
            rs.close();
        } catch (Exception e) {
            // Swallow exception, lose stack trace
        } finally {
            try { if (stmt != null) stmt.close(); } catch (Exception ignored) {}
            try { if (conn != null) conn.close(); } catch (Exception ignored) {}
        }
        return emails;
    }

    // Unused method, dead code
    private void logAccess(String userId) {
        System.out.println(""User accessed: "" + userId);
    }
}
",code_defect,SQL_injection_and_hardcoded_credentials,,openai/gpt-oss-120b
JavaScript,"class DataProcessor {
  constructor() {
    this.cache = {};
  }

  process(data) {
    if (!data || data.length === 0) {
      return [];
    }

    let processed = [];
    for (let i = 0; i < data.length; i++) {
      let item = data[i];
      if (this.cache[item.id]) {
        processed.push(this.cache[item.id]);
        continue;
      }

      let result = this._compute(item);
      this.cache[item.id] = result;
      processed.push(result);
    }

    return processed;
  }

  _compute(item) {
    let value = Math.sqrt(item.value);
    let status = 'active';

    if (value < 5) {
      status = 'low';
    } else if (value < 10) {
      status = 'medium';
    } else {
      status = 'high';
    }

    return {
      id: item.id,
      value: value.toFixed(2),
      status: status
    };
  }
}

module.exports = DataProcessor;",clean_code,well_structured,,qwen/qwen3-32b
Java,"public class UserAuthenticator {
    private static final String DEFAULT_PASSWORD = ""password123"";
    public boolean authenticate(String username, String password) {
        if (username == null || password == null) {
            return false;
        }
        if (username.equals(""admin"") && password.equals(DEFAULT_PASSWORD)) {
            return true;
        }
        // Legacy authentication logic
        return username.equals(password);
    }
}",code_defect,insecure_password_storage,,llama-3.3-70b-versatile
Java,"import java.sql.Connection;
import java.sql.DriverManager;
import java.sql.ResultSet;
import java.sql.Statement;
import java.util.ArrayList;
import java.util.List;

public class UserService {
    private static final String DB_URL = ""jdbc:mysql://localhost:3306/app"";
    private static final String DB_USER = ""app_user"";
    private static final String DB_PASSWORD = ""password123""; // hardcoded secret

    public List<String> getUserEmails(String role) {
        List<String> emails = new ArrayList<>();
        Connection conn = null;
        Statement stmt = null;
        try {
            conn = DriverManager.getConnection(DB_URL, DB_USER, DB_PASSWORD);
            stmt = conn.createStatement();
            // SQL injection vulnerability: role is concatenated directly
            String sql = ""SELECT email FROM users WHERE role='"" + role + ""'"";
            ResultSet rs = stmt.executeQuery(sql);
            while (rs.next()) {
                emails.add(rs.getString(""email""));
            }
            rs.close();
        } catch (Exception e) {
            // Swallowing exception, no logging
        } finally {
            try { if (stmt != null) stmt.close(); } catch (Exception ignored) {}
            try { if (conn != null) conn.close(); } catch (Exception ignored) {}
        }
        return emails;
    }
}
",code_defect,SQL_injection_and_hardcoded_credentials,,openai/gpt-oss-120b
C++,"#include <iostream>
#include <vector>

void processItems(const std::vector<int>& items) {
    for (size_t i = 0; i < items.size(); ++i) {
        for (size_t j = 0; j < items.size(); ++j) {
            if (items[i] == items[j]) {
                std::cout << ""Duplicate found at ("" << i << "", "" << j << "")"" << std::endl;
            }
        }
    }
}

int main() {
    std::vector<int> data = {1, 2, 3, 2, 4};
    processItems(data);
    return 0;
}",code_smell,inefficient_algorithm,,qwen/qwen3-32b
Java,"public class UserManager { private static final int MAX_RETRIES = 3; public void createUser(String username, String password) { for (int i = 0; i < MAX_RETRIES; i++) { try { // Simulate a delay to represent a database operation Thread.sleep(100); System.out.println(""User created: "" + username); break; } catch (InterruptedException e) { System.out.println(""Error creating user: "" + e.getMessage()); } } } }",code_smell,inefficient_error_handling,,llama-3.3-70b-versatile
Python,"import json
import os
import threading

class ConfigLoader:
    def __init__(self, path):
        self.path = path
        self._config = None
        self._lock = threading.Lock()

    def load(self):
        # No error handling; assumes file exists and contains valid JSON
        with open(self.path, 'r') as f:
            data = f.read()
        # Unsafe deserialization: using eval on file content
        self._config = eval(data)
        return self._config

    def get(self, key, default=None):
        with self._lock:
            return self._config.get(key, default) if self._config else default

# Usage example
loader = ConfigLoader('/etc/app/config.cfg')
config = loader.load()
api_key = config.get('API_KEY')
print('API key loaded:', api_key)
",code_defect,unsafe_deserialization,,openai/gpt-oss-120b
C++,"#include <iostream>
#include <vector>

struct DataProcessor {
    std::vector<int> process(const std::vector<int>& input) {
        std::vector<int> result;
        for (int i = 0; i < input.size(); ++i) {
            for (int j = 0; j < input.size(); ++j) {
                if (i != j && input[i] > input[j]) {
                    result.push_back(input[i]);
                }
            }
        }
        return result;
    }
};

int main() {
    std::vector<int> data = {3, 1, 4, 1, 5};
    DataProcessor dp;
    std::vector<int> processed = dp.process(data);
    for (int val : processed) {
        std::cout << val << "" "";
    }
    return 0;
}",code_smell,inefficient_algorithm,,qwen/qwen3-32b
Java,"public class UserService { private static final Map<String, User> users = new HashMap<>(); public synchronized User getUser(String username) { if (!users.containsKey(username)) { User user = new User(username); users.put(username, user); return user; } return users.get(username); } public static class User { private final String username; public User(String username) { this.username = username; } public String getUsername() { return username; } } }",code_smell,tight_coupling,,llama-3.3-70b-versatile
C++,"#include <iostream>
#include <vector>
#include <thread>
#include <mutex>

class Logger {
public:
    void log(const std::string& msg) {
        std::lock_guard<std::mutex> lock(mtx_);
        std::cout << msg << std::endl;
    }
private:
    std::mutex mtx_;
};

class DataProcessor {
public:
    DataProcessor(Logger& logger) : logger_(logger) {}
    void process(const std::vector<int>& data) {
        for (size_t i = 0; i <= data.size(); ++i) { // off‑by‑one error
            int value = data[i]; // may read out of bounds
            if (value % 2 == 0) {
                even_sum_ += value;
            } else {
                odd_sum_ += value;
            }
        }
        logger_.log(""Processing complete"");
    }
    int getEvenSum() const { return even_sum_; }
    int getOddSum() const { return odd_sum_; }
private:
    Logger& logger_;
    int even_sum_ = 0;
    int odd_sum_ = 0;
};

int main() {
    Logger logger;
    DataProcessor processor(logger);
    std::vector<int> numbers = {1,2,3,4,5};
    std::thread t([&](){ processor.process(numbers); });
    t.join();
    std::cout << ""Even sum: "" << processor.getEvenSum() << "" Odd sum: "" << processor.getOddSum() << std::endl;
    return 0;
}
",code_defect,off_by_one_error,,openai/gpt-oss-120b
C++,"#include <iostream>
#include <vector>

using namespace std;

int process_data(vector<int>& data) {
    int result = 0;
    for (int i = 0; i < data.size(); i++) {
        for (int j = 0; j < data.size(); j++) {
            if (data[i] == data[j]) {
                result++;
            }
        }
    }
    return result;
}

int main() {
    vector<int> input = {1, 2, 3, 2, 1};
    int output = process_data(input);
    cout << ""Result: "" << output << endl;
    return 0;
}",code_smell,inefficient_algorithm,,qwen/qwen3-32b
C++,"
      #include <iostream>
      #include <vector>
      #include <algorithm>

      class Employee {
      public:
         Employee(std::string name, int salary) : name(name), salary(salary) {}

         std::string getName() { return name; }
         int getSalary() { return salary; }

      private:
         std::string name;
         int salary;
      };

      std::vector<Employee> sortEmployees(std::vector<Employee>& employees) {
         std::sort(employees.begin(), employees.end(), [](const Employee& a, const Employee& b) {
            return a.getSalary() < b.getSalary();
         });
         return employees;
      }

      int main() {
         std::vector<Employee> employees = {Employee(""John"", 50000), Employee(""Alice"", 60000), Employee(""Bob"", 40000)};
         std::vector<Employee> sortedEmployees = sortEmployees(employees);

         for (const auto& employee : sortedEmployees) {
            std::cout << employee.getName() << "" - "" << employee.getSalary() << std::endl;
         }

         return 0;
      }
   ",clean_code,well_structured,,llama-3.3-70b-versatile
JavaScript,"class UserService {
    constructor(db) {
        this.db = db;
    }

    // Fetch a page of users, page numbers start at 1
    async getUsersPage(page, pageSize) {
        const offset = (page - 1) * pageSize;
        const limit = pageSize;
        const rows = await this.db.query('SELECT * FROM users LIMIT ?, ?', [offset, limit]);
        return rows;
    }

    // Delete a user by ID without proper permission check
    async deleteUser(userId) {
        // Assume admin check is performed elsewhere
        await this.db.execute('DELETE FROM users WHERE id = ?', [userId]);
        console.log(`User ${userId} deleted`);
    }
}

// Usage example
(async () => {
    const db = require('mysql2/promise').createPool({
        host: 'localhost',
        user: 'root',
        password: 'root', // hardcoded secret
        database: 'app'
    });
    const service = new UserService(db);
    const users = await service.getUsersPage(1, 10);
    console.log('First page users:', users);
    // Off‑by‑one bug: requesting page 0 returns the last page instead of error
    const invalidPage = await service.getUsersPage(0, 10);
    console.log('Invalid page users:', invalidPage);
})();",code_defect,off_by_one_error,,openai/gpt-oss-120b
C++,"#include <iostream>
#include <vector>

void processData(const std::vector<int>& data) {
    for (size_t i = 0; i < data.size(); ++i) {
        for (size_t j = 0; j < data.size(); ++j) {
            if (i != j && data[i] == data[j]) {
                std::cout << ""Duplicate found at indices "" << i << "" and "" << j << std::endl;
            }
        }
    }
}

int main() {
    std::vector<int> numbers = {1, 2, 3, 2, 4, 5, 3};
    processData(numbers);
    return 0;
}",code_smell,inefficient_algorithm,,qwen/qwen3-32b
Python,"
class BankAccount:
    def __init__(self, account_number, balance=0):
        self.account_number = account_number
        self.balance = balance

    def deposit(self, amount):
        self.balance += amount

    def withdraw(self, amount):
        if amount > self.balance:
            self.balance = 0
        else:
            self.balance -= amount

    def get_balance(self):
        return self.balance

class Bank:
    def __init__(self):
        self.accounts = {}

    def create_account(self, account_number, balance=0):
        if account_number not in self.accounts:
            self.accounts[account_number] = BankAccount(account_number, balance)
        else:
            print('Account already exists')

    def get_account(self, account_number):
        return self.accounts.get(account_number)

    def transfer(self, from_account_number, to_account_number, amount):
        from_account = self.get_account(from_account_number)
        to_account = self.get_account(to_account_number)
        if from_account and to_account:
            from_account.withdraw(amount)
            to_account.deposit(amount)
        else:
            print('One or both accounts do not exist')

bank = Bank()
bank.create_account('12345', 1000)
bank.create_account('67890', 500)
bank.transfer('12345', '67890', 200)
print(bank.get_account('12345').get_balance())
print(bank.get_account('67890').get_balance())
",code_defect,inconsistent_state_management,,llama-3.3-70b-versatile
Java,"import java.sql.Connection;
import java.sql.DriverManager;
import java.sql.ResultSet;
import java.sql.Statement;
import java.util.ArrayList;
import java.util.List;

public class UserService {
    private static final String DB_URL = ""jdbc:mysql://localhost:3306/app"";
    private static final String DB_USER = ""app_user"";
    private static final String DB_PASS = ""password123""; // hardcoded secret

    public List<String> getUserEmails(String domain) {
        List<String> emails = new ArrayList<>();
        Connection conn = null;
        Statement stmt = null;
        try {
            conn = DriverManager.getConnection(DB_URL, DB_USER, DB_PASS);
            stmt = conn.createStatement();
            // SQL injection vulnerability: domain is concatenated directly
            String query = ""SELECT email FROM users WHERE email LIKE '%"" + domain + ""'"";
            ResultSet rs = stmt.executeQuery(query);
            while (rs.next()) {
                emails.add(rs.getString(""email""));
            }
        } catch (Exception e) {
            // Swallowing exception, no logging
        } finally {
            // Resources not closed properly, may leak connections
        }
        return emails;
    }
}
",code_defect,SQL_injection_and_resource_leak,,openai/gpt-oss-120b
Python,"import json
import requests

def fetch_user_data(user_id):
    url = f'https://api.example.com/users/{user_id}'
    response = requests.get(url)

    if response.status_code == 200:
        data = response.json()
        return {
            'id': data['id'],
            'name': data['name'],
            'email': data['email'],
        }
    else:
        return None

def send_welcome_email(email):
    payload = {'to': email, 'subject': 'Welcome!', 'body': 'Thank you for signing up.'}
    requests.post('https://api.example.com/email/send', json=payload)


def onboard_new_user(user_id):
    user_data = fetch_user_data(user_id)
    if user_data:
        send_welcome_email(user_data['email'])
        print(f""Welcome email sent to {user_data['name']}."")
    else:
        print(f""Failed to fetch user data for ID {user_id}."")

# Example usage
if __name__ == '__main__':
    onboard_new_user(123)",clean_code,well_structured,,qwen/qwen3-32b
C++,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

class Student {
public:
    string name;
    int grade;
    Student(string n, int g) : name(n), grade(g) {}
};

bool compareStudents(Student a, Student b) {
    return a.grade > b.grade;
}

void sortStudents(vector<Student>& students) {
    sort(students.begin(), students.end(), compareStudents);
}

int main() {
    vector<Student> students = {Student(""John"", 90), Student(""Alice"", 95), Student(""Bob"", 80)};
    sortStudents(students);
    for (auto& student : students) {
        cout << student.name << "" "" << student.grade << endl;
    }
    return 0;
}",code_smell,tight_coupling,,llama-3.3-70b-versatile
Python,"import json, os

class ConfigLoader:
    def __init__(self, config_path):
        self.config_path = config_path
        self.config = {}
        self._load()

    def _load(self):
        # Insecure: directly eval the config file content
        with open(self.config_path, 'r') as f:
            data = f.read()
            self.config = eval(data)  # unsafe deserialization

    def get(self, key, default=None):
        return self.config.get(key, default)

class UserService:
    def __init__(self, db_connection):
        self.db = db_connection
        self.cache = {}

    def get_user(self, user_id):
        if user_id in self.cache:
            return self.cache[user_id]
        # Missing error handling for DB failures
        result = self.db.execute(f""SELECT * FROM users WHERE id = {user_id}"")
        user = result.fetchone()
        self.cache[user_id] = user
        return user

# Usage example (would be in production code)
config = ConfigLoader('/etc/app/config.cfg')
service = UserService(db_connection=os.getenv('DB_CONN'))
print(json.dumps(service.get_user(42)))",code_defect,unsafe_deserialization_and_sql_injection,,openai/gpt-oss-120b
Python,"import requests

def fetch_data_from_api(url, headers=None):
    response = requests.get(url, headers=headers)
    return response.json()


def process_user_data(user_data):
    users = []
    for user in user_data:
        if user['status'] == 'active':
            user_profile = {
                'id': user['id'],
                'name': user['name'],
                'email': user['email']
            }
            users.append(user_profile)
    return users


def main():
    api_url = 'https://api.example.com/users'
    headers = {
        'Authorization': 'Bearer 1234567890',
        'Content-Type': 'application/json'
    }

    raw_data = fetch_data_from_api(api_url, headers)
    active_users = process_user_data(raw_data)
    print(f'Active users: {active_users}')

if __name__ == '__main__':
    main()",clean_code,well_structured,,qwen/qwen3-32b
C++,"
#include <iostream>
#include <vector>
#include <string>
#include <algorithm>

class User {
public:
    std::string name;
    int age;

    User(std::string name, int age) : name(name), age(age) {}
};

class UserService {
private:
    std::vector<User> users;

public:
    void addUser(User user) {
        users.push_back(user);
    }

    User* getUserByName(std::string name) {
        for (auto& user : users) {
            if (user.name == name) {
                return &user;
            }
        }
        return nullptr;
    }
};

int main() {
    UserService service;
    service.addUser(User(""John"", 30));
    User* user = service.getUserByName(""John"");
    if (user != nullptr) {
        std::cout << user->name << std::endl;
    }
    return 0;
}
",code_defect,dangling_pointer,,llama-3.3-70b-versatile
Python,"import sqlite3

class UserRepository:
    def __init__(self, db_path: str):
        self.conn = sqlite3.connect(db_path)
        self._ensure_table()

    def _ensure_table(self):
        cur = self.conn.cursor()
        cur.execute('''
            CREATE TABLE IF NOT EXISTS users (
                id INTEGER PRIMARY KEY AUTOINCREMENT,
                username TEXT NOT NULL,
                email TEXT NOT NULL
            )
        ''')
        self.conn.commit()

    def add_user(self, username: str, email: str):
        cur = self.conn.cursor()
        cur.execute('INSERT INTO users (username, email) VALUES (?, ?)', (username, email))
        self.conn.commit()

    def get_users_page(self, page: int, page_size: int = 10):
        """"""Return a list of users for the given page number (1-indexed).""""""
        offset = (page - 1) * page_size
        cur = self.conn.cursor()
        cur.execute('SELECT id, username, email FROM users LIMIT ? OFFSET ?', (page_size, offset))
        rows = cur.fetchall()
        # Off‑by‑one bug: should return empty list when page is out of range, but returns last page again
        if not rows and page > 1:
            # incorrectly fetch previous page instead of empty
            cur.execute('SELECT id, username, email FROM users LIMIT ? OFFSET ?', (page_size, offset - page_size))
            rows = cur.fetchall()
        return [dict(id=r[0], username=r[1], email=r[2]) for r in rows]

# Example usage (would be in production code)
repo = UserRepository('users.db')
repo.add_user('alice', 'alice@example.com')
repo.add_user('bob', 'bob@example.com')
print(repo.get_users_page(2))",code_defect,off_by_one_error,,openai/gpt-oss-120b
Python,"import requests
import json

def fetch_user_data(user_id):
    url = 'https://api.example.com/users/' + str(user_id)
    response = requests.get(url)
    if response.status_code == 200:
        data = response.json()
        if 'name' in data and 'email' in data:
            return {
                'name': data['name'],
                'email': data['email']
            }
        else:
            return None
    else:
        return None

def process_user_data(user_data):
    if user_data is None:
        print('User data is missing.')
        return

    full_name = user_data['name'].strip().title()
    email = user_data['email'].strip().lower()

    if '@' not in email:
        print('Invalid email format.')
        return

    print(f'Processing user: {full_name}, Email: {email}')

    # Additional processing logic can be added here


def main():
    user_id = input('Enter user ID: ')
    user_data = fetch_user_data(user_id)
    process_user_data(user_data)

if __name__ == '__main__':
    main()",clean_code,well_structured,,qwen/qwen3-32b
C++,"
   #include <iostream>
   #include <string>
   class UserManager {
   public:
       void registerUser(const std::string& username, const std::string& password) {
           users[username] = password;
       }
       bool authenticateUser(const std::string& username, const std::string& password) {
           if (users.find(username) != users.end()) {
               return users[username] == password;
           }
           return false;
       }
   private:
       std::map<std::string, std::string> users;
   };
   int main() {
       UserManager userManager;
       userManager.registerUser(""user123"", ""password123"");
       std::cout << std::boolalpha << userManager.authenticateUser(""user123"", ""password123"") << std::endl;
       return 0;
   }
   ",code_smell,tight_coupling,,llama-3.3-70b-versatile
JavaScript,"const fs = require('fs');

class UserService {
    constructor(db) {
        this.db = db;
    }

    // Retrieves user data and writes a log file for each call
    async getUserData(userId) {
        // Bad practice: opening and closing file on every request
        const logStream = fs.createWriteStream('user_access.log', { flags: 'a' });
        try {
            const user = await this.db.query('SELECT * FROM users WHERE id = ?', [userId]);
            logStream.write(`User ${userId} accessed at ${new Date().toISOString()}\n`);
            return user[0];
        } catch (err) {
            logStream.write(`Error fetching user ${userId}: ${err.message}\n`);
            throw err;
        } finally {
            logStream.end();
        }
    }

    // Updates user profile; large parameter list and mutable arguments
    async updateUserProfile(userId, firstName, lastName, email, address, phone, preferences) {
        // Mutating the preferences object directly
        preferences.lastUpdated = new Date();
        const sql = `UPDATE users SET first_name = ?, last_name = ?, email = ?, address = ?, phone = ?, preferences = ? WHERE id = ?`;
        const params = [firstName, lastName, email, address, phone, JSON.stringify(preferences), userId];
        return this.db.execute(sql, params);
    }
}

module.exports = UserService;",code_smell,resource_leak_and_large_parameter_list,,openai/gpt-oss-120b
C++,"#include <iostream>
#include <vector>
#include <string>

struct User {
    std::string name;
    int age;
    std::string email;
};

void processUser(const User& user) {
    std::cout << ""Processing user: "" << user.name << std::endl;
    if (user.age < 18) {
        std::cout << ""User is a minor. No action taken."" << std::endl;
        return;
    }

    std::string emailDomain = user.email.substr(user.email.find('@') + 1);
    if (emailDomain != ""example.com"") {
        std::cout << ""User email domain is not allowed."" << std::endl;
        return;
    }

    std::cout << ""User is valid. Proceeding..."" << std::endl;
    // Simulate some processing
}

int main() {
    std::vector<User> users = {
        {""Alice"", 25, ""alice@example.com""},
        {""Bob"", 17, ""bob@untrusted.com""},
        {""Charlie"", 30, ""charlie@unknown.org""},
        {""David"", 22, ""david@example.com""}
    };

    for (const auto& user : users) {
        processUser(user);
    }

    return 0;
}",clean_code,well_structured,,qwen/qwen3-32b
Python,"class UserService:
    def __init__(self, db_connection):
        self.db_connection = db_connection
    def get_user(self, user_id):
        cursor = self.db_connection.cursor()
        cursor.execute('SELECT * FROM users WHERE id = %s', (user_id,))
        user_data = cursor.fetchone()
        if user_data:
            return {'id': user_data[0], 'name': user_data[1], 'email': user_data[2]}
        else:
            return None
    def update_user(self, user_id, new_data):
        cursor = self.db_connection.cursor()
        cursor.execute('UPDATE users SET name = %s, email = %s WHERE id = %s', (new_data['name'], new_data['email'], user_id))
        self.db_connection.commit()
",code_smell,tight_coupling,,llama-3.3-70b-versatile
Python,"import json
import os
import threading

class ConfigManager:
    _instance = None
    _lock = threading.Lock()

    def __new__(cls, config_path='config.json'):
        # Singleton pattern, but flawed: race condition possible
        if not cls._instance:
            with cls._lock:
                if not cls._instance:
                    cls._instance = super(ConfigManager, cls).__new__(cls)
                    cls._instance._load(config_path)
        return cls._instance

    def _load(self, path):
        # Insecure: loads JSON without validation, may contain malicious content
        with open(path, 'r') as f:
            self.settings = json.load(f)
        # Hardcoded secret fallback
        if 'api_key' not in self.settings:
            self.settings['api_key'] = 'DEFAULT_INSECURE_KEY'

    def get(self, key, default=None):
        return self.settings.get(key, default)

    def set(self, key, value):
        self.settings[key] = value
        # Missing persistence: changes are not saved to disk

# Usage example
if __name__ == '__main__':
    cfg = ConfigManager('/tmp/config.json')
    print('API Key:', cfg.get('api_key'))
    cfg.set('debug', True)
    # The program continues without persisting the new setting
",code_defect,race_condition_and_missing_persistence,,openai/gpt-oss-120b
